Source,Course Title,Course URL,Duration,Views,Creator Info,Email,Date,Price
W3Schools,How To,https://www.w3schools.com/howto/default.asp,10 hours,10719,Kaggle Team,laura92@yahoo.com,6/18/2024,$50 
LinkedIn,Mastering Common Interview Questions,https://www.linkedin.com/learning/mastering-common-interview-questions?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,Free,46930,Jane Smith,paulawright@yahoo.com,1/1/2024,$150 
Kaggle,Intro to Game AI and Reinforcement Learning,https://www.kaggle.com/learn/intro-to-game-ai-and-reinforcement-learning,15 hours,31155,JavaTpoint Team,astanley@delacruz.com,5/20/2024,$100 
LinkedIn,Resume Makeover,https://www.linkedin.com/learning/resume-makeover-23410278?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,Free,17088,W3Schools Team,randallharris@white-pacheco.com,6/18/2024,Free
W3Schools,W3.CSS Tutorial,https://www.w3schools.com/w3css/default.asp,10 hours,7755,John Doe,coxjeremy@stevens.org,4/5/2024,Free
W3Schools,C Tutorial,https://www.w3schools.com/c/index.php,5 hours,24850,JavaTpoint Team,natasha73@yahoo.com,6/18/2024,$50 
LinkedIn,Search and apply for jobs strategically,https://www.linkedin.com/learning/linkedin-premium-quick-tips-19419753/search-and-apply-for-jobs-strategically?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,Free,2167,Expert Instructor,denise37@ballard.com,6/18/2024,$100 
JavaTpoint,Reasoning,https://www.javatpoint.com/reasoning,5 hours,3538,John Doe,irich@pineda.com,5/20/2024,$200 
JavaTpoint,Selenium,https://www.javatpoint.com/selenium-tutorial,5 hours,28549,W3Schools Team,aaronblack@yahoo.com,5/20/2024,$100 
W3Schools,C++ Tutorial,https://www.w3schools.com/cpp/default.asp,5 hours,22784,Expert Instructor,sarah89@meyer-nicholson.net,5/20/2024,$100 
JavaTpoint,DBMS,https://www.javatpoint.com/dbms-tutorial,15 hours,32380,Expert Instructor,james10@hotmail.com,2/15/2024,$100 
LinkedIn,The Step-by-Step Guide to Rock Your Job Interview,https://www.linkedin.com/learning/the-step-by-step-guide-to-rock-your-job-interview?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning ,15 hours,21757,W3Schools Team,deniseolson@rodriguez.info,6/18/2024,$100 
LinkedIn,Interviewing Techniques,https://www.linkedin.com/learning/interviewing-techniques-2019?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning ,Free,31415,Jane Smith,rachel29@hotmail.com,6/18/2024,$150 
LinkedIn,Negotiating Your Job Offer and Salary,https://www.linkedin.com/learning/negotiating-your-job-offer-and-salary?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,5 hours,21108,W3Schools Team,qwilson@smith.org,2/15/2024,$200 
LinkedIn,Creating Your Personal Brand,https://www.linkedin.com/learning/creating-your-personal-brand?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,10 hours,34614,Expert Instructor,jennifersmith@gmail.com,4/5/2024,$50 
W3Schools,C# Tutorial,https://www.w3schools.com/cs/index.php,Free,32923,Expert Instructor,mduffy@larson.biz,2/15/2024,$100 
W3Schools,Excel ,https://www.w3schools.com/excel/index.php,15 hours,31433,Kaggle Team,howellleslie@burke.com,2/15/2024,Free
LinkedIn,Professional Networking,https://www.linkedin.com/learning/professional-networking?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning ,5 hours,23317,W3Schools Team,evansluke@sherman-ball.com,2/15/2024,$200 
W3Schools,XML Tutorial,https://www.w3schools.com/xml/default.asp,Free,18893,Expert Instructor,cordovaanthony@gmail.com,2/15/2024,Free
LinkedIn,Impress Interviewers with These Five Questions,https://www.linkedin.com/learning/impress-interviewers-with-these-five-questions?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning ,15 hours,36027,Kaggle Team,haydenchristine@douglas.net,4/5/2024,$150 
LinkedIn,Digital Networking Strategies,https://www.linkedin.com/learning/digital-networking-strategies?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning ,10 hours,44709,John Doe,tammy32@yahoo.com,1/1/2024,$150 
W3Schools,Django Tutorial,https://www.w3schools.com/django/index.php,5 hours,12441,W3Schools Team,gallen@hotmail.com,2/15/2024,Free
W3Schools,Numpy Tutorial,https://www.w3schools.com/python/numpy/default.asp,5 hours,47953,JavaTpoint Team,njohnson@roy.com,3/10/2024,$100 
LinkedIn,Making the Move from Individual Contributor to Manager,https://www.linkedin.com/learning/making-the-move-from-individual-contributor-to-manager?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning ,10 hours,45429,Kaggle Team,jenna40@reilly.com,5/20/2024,$200 
LinkedIn,The Unspoken Rules of High Performers and High Potentials,https://www.linkedin.com/learning/the-unspoken-rules-of-high-performers-and-high-potentials?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning ,5 hours,21411,Expert Instructor,perryashley@washington.com,5/20/2024,$200 
LinkedIn,Optimize Your Resume for Applicant Tracking Systems,https://www.linkedin.com/learning/optimize-your-resume-for-applicant-tracking-systems?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,5 hours,45175,JavaTpoint Team,hoodmegan@gmail.com,1/1/2024,Free
W3Schools,Pandas Tutorial,https://www.w3schools.com/python/pandas/default.asp,5 hours,6860,JavaTpoint Team,lorismith@walker.info,5/20/2024,$150 
W3Schools,R Tutorial,https://www.w3schools.com/r/default.asp,15 hours,42363,Kaggle Team,ejones@mason.net,1/1/2024,$100 
W3Schools,Git Tutorial,https://www.w3schools.com/git/default.asp,10 hours,31874,Kaggle Team,zmendoza@morris.com,5/20/2024,$200 
W3Schools,PostGreSQL Tutorial,https://www.w3schools.com/postgresql/index.php,Free,49307,Expert Instructor,abigail62@green.net,6/18/2024,$150 
LinkedIn,Writing a Resume,https://www.linkedin.com/learning/writing-a-resume?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,Free,5808,W3Schools Team,hartmanrobin@yahoo.com,4/5/2024,$100 
W3Schools,MongoDB Tutorial,https://www.w3schools.com/mongodb/index.php,10 hours,12488,John Doe,brianmarshall@hotmail.com,5/20/2024,$100 
W3Schools,ASP Tutorial,https://www.w3schools.com/asp/default.asp,10 hours,7688,John Doe,wgallegos@bowen-collins.com,5/20/2024,$100 
W3Schools,AI Tutorial,https://www.w3schools.com/ai/default.asp,Free,46001,Kaggle Team,pottertodd@hampton.com,2/15/2024,$150 
LinkedIn,New Manager Foundations,https://www.linkedin.com/learning/new-manager-foundations-21965262?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,10 hours,8431,Kaggle Team,cedwards@yahoo.com,4/5/2024,$200 
LinkedIn,Pitching Yourself for Opportunity,https://www.linkedin.com/learning/pitching-yourself-for-opportunity?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,Free,37469,W3Schools Team,ipatterson@hotmail.com,2/15/2024,$200 
W3Schools,DSA Tutorial,https://www.w3schools.com/dsa/index.php,5 hours,46267,Expert Instructor,colleen15@robinson-shea.com,4/5/2024,Free
W3Schools,AWS Tutorial,https://www.w3schools.com/aws/index.php,15 hours,15222,Jane Smith,timothy66@velez-mcclain.com,2/15/2024,$100 
LinkedIn,Job Interviewing for Leaders and Managers,https://www.linkedin.com/learning/job-interviewing-for-leaders-and-managers?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,10 hours,23408,Kaggle Team,tzhang@yahoo.com,3/10/2024,Free
LinkedIn,Accelerating Your Career with Personal Branding,https://www.linkedin.com/learning/accelerating-your-career-with-personal-branding?trk=learning-topics_learning-search-card_search-card&upsellOrderOrigin=default_guest_learning,Free,19467,Jane Smith,davidbaker@guzman.net,3/10/2024,Free
W3Schools,Cybersecurity Tutorial,https://www.w3schools.com/cybersecurity/index.php,5 hours,40891,Jane Smith,lopezjames@moore-taylor.com,3/10/2024,$100 
W3Schools,Gen AI Tutorial,https://www.w3schools.com/gen_ai/index.php,15 hours,42954,Expert Instructor,brendawalker@barnes.info,4/5/2024,$200 
W3Schools,HTML Tutorial,https://www.w3schools.com/html/default.asp,Free,46340,Kaggle Team,ilynn@rice-carroll.org,6/18/2024,$100 
W3Schools,CSS Tutorial,https://www.w3schools.com/css/default.asp,10 hours,9462,Expert Instructor,jamesfitzpatrick@hotmail.com,4/5/2024,$150 
W3Schools,JavaScript Tutorial,https://www.w3schools.com/js/default.asp,Free,22012,John Doe,griffindevon@yahoo.com,6/18/2024,$100 
W3Schools,Java Tutorial,https://www.w3schools.com/java/default.asp,10 hours,13010,Expert Instructor,braunvictoria@thomas.com,3/10/2024,$100 
W3Schools,PHP Tutorial,https://www.w3schools.com/php/default.asp,15 hours,10616,JavaTpoint Team,mcdonaldshawn@hotmail.com,1/1/2024,$200 
W3Schools,React Tutorial,https://www.w3schools.com/react/default.asp,10 hours,43199,John Doe,pamelachambers@rogers.com,4/5/2024,$200 
W3Schools,AngularJS Tutorial,https://www.w3schools.com/angular/default.asp,5 hours,27744,JavaTpoint Team,woodteresa@yahoo.com,4/5/2024,$50 
W3Schools,jQuery Tutorial,https://www.w3schools.com/jquery/default.asp,10 hours,17000,JavaTpoint Team,evan70@daniels-wallace.info,6/18/2024,$50 
W3Schools,Data Science Tutorial,https://www.w3schools.com/datascience/default.asp,10 hours,35429,W3Schools Team,tyler44@caldwell.com,5/20/2024,$100 
W3Schools,Statistics Tutorial,https://www.w3schools.com/statistics/index.php,Free,13472,JavaTpoint Team,stricklandjimmy@sanchez.com,5/20/2024,$50 
W3Schools,TypeScript Tutorial,https://www.w3schools.com/typescript/index.php,10 hours,11150,Jane Smith,bishopmaria@hotmail.com,3/10/2024,Free
W3Schools,TypeScript Tutorial,https://www.w3schools.com/typescript/index.php,5 hours,8682,Expert Instructor,christopher86@yahoo.com,3/10/2024,$100 
W3Schools,Flexbox Tutorial,https://www.w3schools.com/css/css3_flexbox.asp,5 hours,2141,Kaggle Team,dawn70@hughes-evans.com,4/5/2024,$100 
W3Schools,SQL Tutorial,https://www.w3schools.com/sql/default.asp,Free,20501,Expert Instructor,charlesramirez@barry-hobbs.biz,3/10/2024,$150 
W3Schools,Python Tutorial,https://www.w3schools.com/python/default.asp,15 hours,47555,John Doe,nkirby@hotmail.com,4/5/2024,$150 
W3Schools,How To,https://www.w3schools.com/howto/default.asp,10 hours,25338,Expert Instructor,amyhall@gmail.com,6/18/2024,$150 
W3Schools,W3.CSS Tutorial,https://www.w3schools.com/w3css/default.asp,10 hours,42715,Expert Instructor,hicksrebecca@tyler.com,2/15/2024,$100 
W3Schools,C Tutorial,https://www.w3schools.com/c/index.php,5 hours,14944,Expert Instructor,eduardo68@snow-clay.net,4/5/2024,$150 
W3Schools,C++ Tutorial,https://www.w3schools.com/cpp/default.asp,5 hours,25770,Jane Smith,nelsoncatherine@gmail.com,2/15/2024,$100 
W3Schools,C# Tutorial,https://www.w3schools.com/cs/index.php,15 hours,24112,W3Schools Team,michelleanderson@braun-wilson.net,3/10/2024,$50 
W3Schools,Excel ,https://www.w3schools.com/excel/index.php,15 hours,28448,Jane Smith,xcase@henderson.com,1/1/2024,$100 
W3Schools,XML Tutorial,https://www.w3schools.com/xml/default.asp,5 hours,35335,Jane Smith,robert36@brown.com,3/10/2024,$50 
W3Schools,Django Tutorial,https://www.w3schools.com/django/index.php,10 hours,19020,John Doe,seanmiller@ryan.com,5/20/2024,$150 
W3Schools,Numpy Tutorial,https://www.w3schools.com/python/numpy/default.asp,5 hours,32908,John Doe,bradywest@thomas-ware.com,6/18/2024,Free
W3Schools,Pandas Tutorial,https://www.w3schools.com/python/pandas/default.asp,15 hours,37116,Expert Instructor,lindarivas@humphrey.com,5/20/2024,Free
W3Schools,R Tutorial,https://www.w3schools.com/r/default.asp,10 hours,2389,JavaTpoint Team,yjenkins@gmail.com,5/20/2024,$200 
W3Schools,Git Tutorial,https://www.w3schools.com/git/default.asp,10 hours,15019,Expert Instructor,scochran@gmail.com,4/5/2024,Free
W3Schools,PostGreSQL Tutorial,https://www.w3schools.com/postgresql/index.php,5 hours,6186,Jane Smith,jonesaaron@murphy.com,3/10/2024,$100 
W3Schools,MongoDB Tutorial,https://www.w3schools.com/mongodb/index.php,10 hours,11671,JavaTpoint Team,kimberly50@yahoo.com,1/1/2024,$150 
W3Schools,ASP Tutorial,https://www.w3schools.com/asp/default.asp,15 hours,3277,JavaTpoint Team,breanna30@yahoo.com,2/15/2024,Free
W3Schools,AI Tutorial,https://www.w3schools.com/ai/default.asp,15 hours,8939,Kaggle Team,zwilliams@gmail.com,5/20/2024,$150 
W3Schools,DSA Tutorial,https://www.w3schools.com/dsa/index.php,5 hours,10714,W3Schools Team,marywilliams@gibson-norton.com,4/5/2024,$50 
W3Schools,AWS Tutorial,https://www.w3schools.com/aws/index.php,Free,42290,Expert Instructor,sarakelly@yahoo.com,2/15/2024,$50 
W3Schools,security Tutorial,https://www.w3schools.com/cybersecurity/index.php,Free,13426,John Doe,russell07@wheeler.com,4/5/2024,$100 
W3Schools,Gen AI Tutorial,https://www.w3schools.com/gen_ai/index.php,5 hours,41398,W3Schools Team,fkim@hotmail.com,6/18/2024,Free
